name,s,mux,muy,x,y,betx,bety,dx_zeta,dy_zeta
BPV.51708_ENTRY,23.26420000000053,0.07331015926046935,0.05795428136540137,0.0,0.0,32.23359888465974,104.52412216988893,0.000741437632836298,-0.0
BPV.51708,23.26420000000053,0.07331015926046935,0.05795428136540137,0.0,0.0,32.23359888465974,104.52412216988893,0.000741437632836298,-0.0
BPV.51708_EXIT,23.26420000000053,0.07331015926046935,0.05795428136540137,0.0,0.0,32.23359888465974,104.52412216988893,0.000741437632836298,-0.0
BPCE.51833_ENTRY,60.73739999999998,0.1823952621125534,0.17105831845679376,0.0,0.0,95.3448067287491,35.073976633826796,-0.0002895484541600435,-0.0
BPCE.51833,60.73739999999998,0.1823952621125534,0.17105831845679376,0.0,0.0,95.3448067287491,35.073976633826796,-0.0002895484541600435,-0.0
BPCE.51833_EXIT,60.73739999999998,0.1823952621125534,0.17105831845679376,0.0,0.0,95.3448067287491,35.073976633826796,-0.0002895484541600435,-0.0
BPV.51931_ENTRY,91.23559999999998,0.2811863327784777,0.2499938592980826,0.0,0.0,33.167907470455035,101.05499227772444,-0.000951482860473576,-0.0
BPV.51931,91.23559999999998,0.2811863327784777,0.2499938592980826,0.0,0.0,33.167907470455035,101.05499227772444,-0.000951482860473576,-0.0
BPV.51931_EXIT,91.23559999999998,0.2811863327784777,0.2499938592980826,0.0,0.0,33.167907470455035,101.05499227772444,-0.000951482860473576,-0.0
BPMBH.51999_ENTRY,117.0621000000001,0.35682926729105824,0.3210510090019789,0.0,0.0,96.04823159901963,35.40367753979028,-0.002247275202572427,-0.0
BPMBH.51999,117.0621000000001,0.35682926729105824,0.3210510090019789,0.0,0.0,96.04823159901963,35.40367753979028,-0.002247275202572427,-0.0
BPMBH.51999_EXIT,117.0621000000001,0.35682926729105824,0.3210510090019789,0.0,0.0,96.04823159901963,35.40367753979028,-0.002247275202572427,-0.0
BPH.52008_ENTRY,119.25730000000021,0.3603244375112461,0.33136483324898314,0.0,0.0,104.05293588730373,32.45702044266977,-0.00235741491754873,-0.0
BPH.52008,119.25730000000021,0.3603244375112461,0.33136483324898314,0.0,0.0,104.05293588730373,32.45702044266977,-0.00235741491754873,-0.0
BPH.52008_EXIT,119.25730000000021,0.3603244375112461,0.33136483324898314,0.0,0.0,104.05293588730373,32.45702044266977,-0.00235741491754873,-0.0
BPV.52108_ENTRY,151.2550000000001,0.44655409220409703,0.43086323297472906,0.0,0.0,32.81925125958465,103.26727051889392,-0.001369020384889305,-0.0
BPV.52108,151.2550000000001,0.44655409220409703,0.43086323297472906,0.0,0.0,32.81925125958465,103.26727051889392,-0.001369020384889305,-0.0
BPV.52108_EXIT,151.2550000000001,0.44655409220409703,0.43086323297472906,0.0,0.0,32.81925125958465,103.26727051889392,-0.001369020384889305,-0.0
BPH.52208_ENTRY,183.2527,0.5457247263211391,0.5177842245631592,0.0,0.0,102.7904051686767,32.58395589700146,-0.0016652186221754325,0.0
BPH.52208,183.2527,0.5457247263211391,0.5177842245631592,0.0,0.0,102.7904051686767,32.58395589700146,-0.0016652186221754325,0.0
BPH.52208_EXIT,183.2527,0.5457247263211391,0.5177842245631592,0.0,0.0,102.7904051686767,32.58395589700146,-0.0016652186221754325,0.0
BPV.52308_ENTRY,215.2503999999999,0.6333763184278851,0.617284463679979,0.0,0.0,32.265064352343764,102.86168384434744,-0.00025717021048538973,0.0
BPV.52308,215.2503999999999,0.6333763184278851,0.617284463679979,0.0,0.0,32.265064352343764,102.86168384434744,-0.00025717021048538973,0.0
BPV.52308_EXIT,215.2503999999999,0.6333763184278851,0.617284463679979,0.0,0.0,32.265064352343764,102.86168384434744,-0.00025717021048538973,0.0
BPH.52408_ENTRY,247.2480999999998,0.7335635422182918,0.7047283763995866,0.0,0.0,102.7338384267621,32.35364589784265,0.0010619828365340364,0.0
BPH.52408,247.2480999999998,0.7335635422182918,0.7047283763995866,0.0,0.0,102.7338384267621,32.35364589784265,0.0010619828365340364,0.0
BPH.52408_EXIT,247.2480999999998,0.7335635422182918,0.7047283763995866,0.0,0.0,102.7338384267621,32.35364589784265,0.0010619828365340364,0.0
BPV.52508_ENTRY,279.2457999999997,0.8204809639509836,0.8047608914376021,0.0,0.0,32.77218040803013,102.64164003771135,0.0011689808966922825,0.0
BPV.52508,279.2457999999997,0.8204809639509836,0.8047608914376021,0.0,0.0,32.77218040803013,102.64164003771135,0.0011689808966922825,0.0
BPV.52508_EXIT,279.2457999999997,0.8204809639509836,0.8047608914376021,0.0,0.0,32.77218040803013,102.64164003771135,0.0011689808966922825,0.0
BPH.52608_ENTRY,311.2435000000005,0.9190187595432686,0.8920634454225911,0.0,0.0,104.08073852061474,32.51729768715623,0.002491451188165999,0.0
BPH.52608,311.2435000000005,0.9190187595432686,0.8920634454225911,0.0,0.0,104.08073852061474,32.51729768715623,0.002491451188165999,0.0
BPH.52608_EXIT,311.2435000000005,0.9190187595432686,0.8920634454225911,0.0,0.0,104.08073852061474,32.51729768715623,0.002491451188165999,0.0
BPV.52708_ENTRY,343.2412000000004,1.0055313392657226,0.991441783757649,0.0,0.0,32.61261702000613,103.29171310915359,0.001166565256048259,0.0
BPV.52708,343.2412000000004,1.0055313392657226,0.991441783757649,0.0,0.0,32.61261702000613,103.29171310915359,0.001166565256048259,0.0
BPV.52708_EXIT,343.2412000000004,1.0055313392657226,0.991441783757649,0.0,0.0,32.61261702000613,103.29171310915359,0.001166565256048259,0.0
BPH.52808_ENTRY,375.2389000000003,1.1053694561272556,1.078437219591412,0.0,0.0,102.21352476512193,32.51780979226503,0.0008758501293633014,0.0
BPH.52808,375.2389000000003,1.1053694561272556,1.078437219591412,0.0,0.0,102.21352476512193,32.51780979226503,0.0008758501293633014,0.0
BPH.52808_EXIT,375.2389000000003,1.1053694561272556,1.078437219591412,0.0,0.0,102.21352476512193,32.51780979226503,0.0008758501293633014,0.0
BPV.52908_ENTRY,407.2366000000002,1.1932057238970366,1.1782015354507087,0.0,0.0,32.31057812525727,102.59893204670857,-0.00026178167786041785,0.0
BPV.52908,407.2366000000002,1.1932057238970366,1.1782015354507087,0.0,0.0,32.31057812525727,102.59893204670857,-0.00026178167786041785,0.0
BPV.52908_EXIT,407.2366000000002,1.1932057238970366,1.1782015354507087,0.0,0.0,32.31057812525727,102.59893204670857,-0.00026178167786041785,0.0
BPH.53008_ENTRY,439.2343000000001,1.2928963748263467,1.2657704974241402,0.0,0.0,103.4288187878475,32.353438911028945,-0.0018104071386375047,0.0
BPH.53008,439.2343000000001,1.2928963748263467,1.2657704974241402,0.0,0.0,103.4288187878475,32.353438911028945,-0.0018104071386375047,0.0
BPH.53008_EXIT,439.2343000000001,1.2928963748263467,1.2657704974241402,0.0,0.0,103.4288187878475,32.353438911028945,-0.0018104071386375047,0.0
BPV.53108_ENTRY,471.23199999999997,1.3793119394515623,1.3656459652615298,0.0,0.0,32.88466654589997,102.92165389745902,-0.0013701052975244768,0.0
BPV.53108,471.23199999999997,1.3793119394515623,1.3656459652615298,0.0,0.0,32.88466654589997,102.92165389745902,-0.0013701052975244768,0.0
BPV.53108_EXIT,471.23199999999997,1.3793119394515623,1.3656459652615298,0.0,0.0,32.88466654589997,102.92165389745902,-0.0013701052975244768,0.0
BPH.53208_ENTRY,503.22969999999987,1.4779068415319379,1.4527171593105266,0.0,0.0,103.61234458275088,32.58373444065799,-0.0022837000876924423,0.0
BPH.53208,503.22969999999987,1.4779068415319379,1.4527171593105266,0.0,0.0,103.61234458275088,32.58373444065799,-0.0022837000876924423,0.0
BPH.53208_EXIT,503.22969999999987,1.4779068415319379,1.4527171593105266,0.0,0.0,103.61234458275088,32.58373444065799,-0.0022837000876924423,0.0
BPV.53308_ENTRY,535.2273999999998,1.5649681006143474,1.552050932265809,0.0,0.0,32.398046104138295,103.16127277851609,-0.0008038207569887318,0.0
BPV.53308,535.2273999999998,1.5649681006143474,1.552050932265809,0.0,0.0,32.398046104138295,103.16127277851609,-0.0008038207569887318,0.0
BPV.53308_EXIT,535.2273999999998,1.5649681006143474,1.552050932265809,0.0,0.0,32.398046104138295,103.16127277851609,-0.0008038207569887318,0.0
BPH.53408_ENTRY,567.2250999999997,1.6652220860043685,1.63924663325552,0.0,0.0,102.19272412267789,32.42472708007498,3.392815050819172e-05,0.0
BPH.53408,567.2250999999997,1.6652220860043685,1.63924663325552,0.0,0.0,102.19272412267789,32.42472708007498,3.392815050819172e-05,0.0
BPH.53408_EXIT,567.2250999999997,1.6652220860043685,1.63924663325552,0.0,0.0,102.19272412267789,32.42472708007498,3.392815050819172e-05,0.0
BPV.53508_ENTRY,599.2228000000005,1.752775328637168,1.7392309241330555,0.0,0.0,32.51912690357263,102.50208094618563,0.0007447370526702944,0.0
BPV.53508,599.2228000000005,1.752775328637168,1.7392309241330555,0.0,0.0,32.51912690357263,102.50208094618563,0.0007447370526702944,0.0
BPV.53508_EXIT,599.2228000000005,1.752775328637168,1.7392309241330555,0.0,0.0,32.51912690357263,102.50208094618563,0.0007447370526702944,0.0
BPH.53608_ENTRY,631.2205000000004,1.8517930219801086,1.8267491358525736,0.0,0.0,104.01813625566193,32.41770779305725,0.002310093499978133,0.0
